cluster	gene	probability
7	ENSDARG00000061256	0.7284
7	ENSDARG00000061274	0.7362
7	ENSDARG00000061301	0.7723
7	ENSDARG00000061314	0.7558
7	ENSDARG00000061371	0.7450
7	ENSDARG00000061383	0.8341
7	ENSDARG00000061405	0.3035
7	ENSDARG00000061416	0.8588
7	ENSDARG00000061436	0.6960
7	ENSDARG00000061437	0.8537
7	ENSDARG00000061439	0.8193
7	ENSDARG00000061544	0.2906
7	ENSDARG00000061549	0.6552
7	ENSDARG00000061621	0.7288
7	ENSDARG00000061629	0.8274
7	ENSDARG00000061638	0.8394
7	ENSDARG00000061644	0.8401
7	ENSDARG00000061728	0.8480
7	ENSDARG00000061770	0.8246
7	ENSDARG00000061819	0.8233
7	ENSDARG00000061845	0.7781
7	ENSDARG00000061852	0.8467
7	ENSDARG00000061896	0.8269
7	ENSDARG00000061941	0.7796
7	ENSDARG00000061981	0.8461
7	ENSDARG00000062054	0.8498
7	ENSDARG00000062129	0.8436
7	ENSDARG00000062132	0.5485
7	ENSDARG00000062134	0.8434
7	ENSDARG00000062192	0.7755
7	ENSDARG00000062221	0.7339
7	ENSDARG00000062222	0.7370
7	ENSDARG00000062237	0.8459
7	ENSDARG00000062251	0.8432
7	ENSDARG00000062350	0.2526
7	ENSDARG00000062362	0.8144
7	ENSDARG00000062363	0.8429
7	ENSDARG00000062370	0.8113
7	ENSDARG00000062372	0.8461
7	ENSDARG00000062374	0.8507
7	ENSDARG00000062421	0.5867
7	ENSDARG00000062460	0.8477
7	ENSDARG00000062487	0.8499
7	ENSDARG00000062549	0.6932
7	ENSDARG00000062568	0.8499
7	ENSDARG00000062579	0.2372
7	ENSDARG00000062655	0.7061
7	ENSDARG00000062662	0.8087
7	ENSDARG00000062664	0.2280
7	ENSDARG00000062707	0.7332
7	ENSDARG00000062788	0.8393
7	ENSDARG00000062795	0.4475
7	ENSDARG00000062799	0.3979
7	ENSDARG00000062834	0.8446
7	ENSDARG00000062916	0.8521
7	ENSDARG00000063040	0.8460
7	ENSDARG00000063050	0.4465
7	ENSDARG00000063149	0.7771
7	ENSDARG00000063249	0.8552
7	ENSDARG00000063344	0.7974
7	ENSDARG00000063354	0.7107
7	ENSDARG00000063437	0.8641
7	ENSDARG00000063446	0.8504
7	ENSDARG00000063511	0.6194
7	ENSDARG00000063538	0.8374
7	ENSDARG00000063563	0.5959
7	ENSDARG00000063572	0.7652
7	ENSDARG00000063624	0.7580
7	ENSDARG00000063686	0.8445
7	ENSDARG00000063706	0.8171
7	ENSDARG00000063899	0.8393
7	ENSDARG00000063914	0.8531
7	ENSDARG00000063916	0.8453
7	ENSDARG00000063917	0.7385
7	ENSDARG00000067717	0.6680
7	ENSDARG00000067795	0.8331
7	ENSDARG00000067824	0.5056
7	ENSDARG00000067850	0.2779
7	ENSDARG00000067975	0.8517
7	ENSDARG00000067990	0.5690
7	ENSDARG00000068104	0.8564
7	ENSDARG00000068125	0.6653
7	ENSDARG00000068156	0.8466
7	ENSDARG00000068176	0.8399
7	ENSDARG00000068187	0.8117
7	ENSDARG00000068191	0.8465
7	ENSDARG00000068194	0.8234
7	ENSDARG00000068231	0.8062
7	ENSDARG00000068246	0.7911
7	ENSDARG00000068257	0.6646
7	ENSDARG00000068264	0.7591
7	ENSDARG00000068265	0.8377
7	ENSDARG00000068275	0.8559
7	ENSDARG00000068305	0.8524
7	ENSDARG00000068572	0.7207
7	ENSDARG00000068655	0.8022
7	ENSDARG00000068683	0.2636
7	ENSDARG00000068702	0.8514
7	ENSDARG00000068708	0.5086
7	ENSDARG00000068710	0.8486
7	ENSDARG00000068738	0.8481
7	ENSDARG00000068868	0.4699
7	ENSDARG00000068876	0.7427
7	ENSDARG00000068886	0.7750
7	ENSDARG00000068918	0.4566
7	ENSDARG00000068940	0.8550
7	ENSDARG00000068973	0.8515
7	ENSDARG00000068978	0.8343
7	ENSDARG00000068993	0.6336
7	ENSDARG00000069082	0.7451
7	ENSDARG00000069102	0.8501
7	ENSDARG00000069147	0.3952
7	ENSDARG00000069240	0.8499
7	ENSDARG00000069266	0.6697
7	ENSDARG00000069301	0.6022
7	ENSDARG00000069313	0.3884
7	ENSDARG00000069327	0.7313
7	ENSDARG00000069376	0.6570
7	ENSDARG00000069378	0.0776
7	ENSDARG00000069386	0.7850
7	ENSDARG00000069390	0.8248
7	ENSDARG00000069409	0.8194
7	ENSDARG00000069450	0.8195
7	ENSDARG00000069453	0.2286
7	ENSDARG00000069464	0.8320
7	ENSDARG00000069473	0.6263
7	ENSDARG00000069494	0.8509
7	ENSDARG00000069615	0.7221
7	ENSDARG00000069674	0.8372
7	ENSDARG00000069733	0.8407
7	ENSDARG00000069817	0.8518
7	ENSDARG00000069828	0.7562
7	ENSDARG00000069832	0.8360
7	ENSDARG00000069846	0.5271
7	ENSDARG00000069850	0.8052
7	ENSDARG00000069852	0.7223
7	ENSDARG00000069857	0.8437
7	ENSDARG00000069920	0.8307
7	ENSDARG00000069940	0.8166
7	ENSDARG00000069954	0.8180
7	ENSDARG00000069978	0.7687
7	ENSDARG00000069996	0.8518
7	ENSDARG00000070012	0.7457
7	ENSDARG00000070025	0.5361
7	ENSDARG00000070028	0.0758
7	ENSDARG00000070029	0.8585
7	ENSDARG00000070043	0.6256
7	ENSDARG00000070050	0.8484
7	ENSDARG00000070097	0.8549
7	ENSDARG00000070148	0.3474
7	ENSDARG00000070174	0.8500
7	ENSDARG00000070214	0.7116
7	ENSDARG00000070222	0.8195
7	ENSDARG00000070230	0.7737
7	ENSDARG00000070343	0.7889
7	ENSDARG00000070346	0.8498
7	ENSDARG00000070357	0.8152
7	ENSDARG00000070358	0.8494
7	ENSDARG00000070360	0.8292
7	ENSDARG00000070387	0.8134
7	ENSDARG00000070394	0.8582
7	ENSDARG00000070408	0.8493
7	ENSDARG00000070423	0.5735
7	ENSDARG00000070428	0.7630
7	ENSDARG00000070434	0.7237
7	ENSDARG00000070449	0.7928
7	ENSDARG00000070480	0.5430
7	ENSDARG00000070497	0.8652
7	ENSDARG00000070560	0.5693
7	ENSDARG00000070584	0.7285
7	ENSDARG00000070589	0.7054
7	ENSDARG00000070607	0.8560
7	ENSDARG00000070651	0.4787
7	ENSDARG00000070654	0.8362
7	ENSDARG00000070682	0.8374
7	ENSDARG00000070686	0.8409
7	ENSDARG00000070723	0.7353
7	ENSDARG00000070734	0.5984
7	ENSDARG00000070743	0.8229
7	ENSDARG00000070801	0.8264
7	ENSDARG00000070824	0.8216
7	ENSDARG00000070864	0.8369
7	ENSDARG00000070894	0.6716
7	ENSDARG00000070918	0.7231
7	ENSDARG00000070961	0.8360
7	ENSDARG00000070985	0.7790
7	ENSDARG00000071017	0.7383
7	ENSDARG00000071021	0.5394
7	ENSDARG00000071036	0.8117
7	ENSDARG00000071040	0.8557
7	ENSDARG00000071046	0.8478
7	ENSDARG00000071086	0.7434
7	ENSDARG00000071091	0.8384
7	ENSDARG00000071095	0.8406
7	ENSDARG00000071173	0.1706
7	ENSDARG00000071333	0.8405
7	ENSDARG00000071336	0.7785
7	ENSDARG00000071353	0.8076
7	ENSDARG00000071377	0.7998
7	ENSDARG00000071462	0.8474
7	ENSDARG00000071465	0.8220
7	ENSDARG00000071468	0.8488
7	ENSDARG00000071500	0.8161
7	ENSDARG00000071565	0.7230
7	ENSDARG00000071662	0.7445
7	ENSDARG00000071692	0.8219
7	ENSDARG00000071863	0.6104
7	ENSDARG00000071871	0.8283
7	ENSDARG00000073684	0.3808
7	ENSDARG00000073716	0.7914
7	ENSDARG00000073753	0.7674
7	ENSDARG00000073786	0.8407
7	ENSDARG00000073792	0.8357
7	ENSDARG00000073810	0.4795
7	ENSDARG00000073872	0.8504
7	ENSDARG00000073892	0.8029
7	ENSDARG00000073917	0.8519
7	ENSDARG00000073936	0.8067
7	ENSDARG00000074031	0.6363
7	ENSDARG00000074050	0.8279
7	ENSDARG00000074082	0.8424
7	ENSDARG00000074221	0.8444
7	ENSDARG00000074225	0.8473
7	ENSDARG00000074226	0.5765
7	ENSDARG00000074258	0.7970
7	ENSDARG00000074316	0.3229
7	ENSDARG00000074362	0.6353
7	ENSDARG00000074435	0.7297
7	ENSDARG00000074456	0.8193
7	ENSDARG00000074552	0.8512
7	ENSDARG00000074556	0.3018
7	ENSDARG00000074600	0.6873
7	ENSDARG00000074611	0.6314
7	ENSDARG00000074617	0.8261
7	ENSDARG00000074652	0.8547
7	ENSDARG00000074662	0.7685
7	ENSDARG00000074671	0.7823
7	ENSDARG00000074697	0.8513
7	ENSDARG00000074715	0.6407
7	ENSDARG00000074720	0.8384
7	ENSDARG00000074749	0.8054
7	ENSDARG00000074756	0.8438
7	ENSDARG00000074773	0.8316
7	ENSDARG00000074807	0.6565
7	ENSDARG00000074808	0.8622
7	ENSDARG00000074809	0.7509
7	ENSDARG00000074815	0.8399
7	ENSDARG00000074819	0.8076
7	ENSDARG00000074869	0.8142
7	ENSDARG00000074903	0.8528
7	ENSDARG00000074985	0.7476
7	ENSDARG00000074995	0.6556
7	ENSDARG00000075013	0.8439
7	ENSDARG00000075017	0.8409
7	ENSDARG00000075021	0.8474
7	ENSDARG00000075025	0.7728
7	ENSDARG00000075034	0.8402
7	ENSDARG00000075129	0.8570
7	ENSDARG00000075132	0.8502
7	ENSDARG00000075149	0.8438
7	ENSDARG00000075151	0.8308
7	ENSDARG00000075159	0.7736
7	ENSDARG00000075161	0.8379
7	ENSDARG00000075178	0.7560
7	ENSDARG00000075188	0.8082
7	ENSDARG00000075285	0.1689
7	ENSDARG00000075297	0.4846
7	ENSDARG00000075325	0.8065
7	ENSDARG00000075349	0.7276
7	ENSDARG00000075368	0.8270
7	ENSDARG00000075405	0.4049
7	ENSDARG00000075441	0.7055
7	ENSDARG00000075444	0.8404
7	ENSDARG00000075500	0.5644
7	ENSDARG00000075517	0.8489
7	ENSDARG00000075555	0.8573
7	ENSDARG00000075608	0.5458
7	ENSDARG00000075666	0.8505
7	ENSDARG00000075677	0.8548
7	ENSDARG00000075709	0.6502
7	ENSDARG00000075718	0.7747
7	ENSDARG00000075726	0.8085
7	ENSDARG00000075752	0.8080
7	ENSDARG00000075923	0.7990
7	ENSDARG00000075930	0.7732
7	ENSDARG00000075933	0.8516
7	ENSDARG00000075963	0.5690
7	ENSDARG00000075974	0.7664
7	ENSDARG00000075984	0.8503
7	ENSDARG00000076017	0.8484
7	ENSDARG00000076121	0.0835
7	ENSDARG00000076225	0.8220
7	ENSDARG00000076270	0.6207
7	ENSDARG00000076334	0.8287
7	ENSDARG00000076362	0.8456
7	ENSDARG00000076386	0.2884
7	ENSDARG00000076393	0.8443
7	ENSDARG00000076406	0.6804
7	ENSDARG00000076448	0.7495
7	ENSDARG00000076554	0.2606
7	ENSDARG00000076569	0.7547
7	ENSDARG00000076624	0.8142
7	ENSDARG00000076699	0.8547
7	ENSDARG00000076765	0.8607
7	ENSDARG00000076779	0.8463
7	ENSDARG00000076780	0.8530
7	ENSDARG00000076796	0.8260
7	ENSDARG00000076830	0.8285
7	ENSDARG00000076836	0.6612
7	ENSDARG00000076850	0.8048
7	ENSDARG00000076981	0.7908
7	ENSDARG00000077054	0.7948
7	ENSDARG00000077075	0.3829
7	ENSDARG00000077083	0.8288
7	ENSDARG00000077087	0.8083
7	ENSDARG00000077138	0.8128
7	ENSDARG00000077231	0.8184
7	ENSDARG00000077257	0.7601
7	ENSDARG00000077263	0.8184
7	ENSDARG00000077298	0.6989
7	ENSDARG00000077364	0.8540
7	ENSDARG00000077372	0.6734
7	ENSDARG00000077399	0.3172
7	ENSDARG00000077474	0.7871
7	ENSDARG00000077537	0.8097
7	ENSDARG00000077722	0.7483
7	ENSDARG00000077769	0.8340
7	ENSDARG00000077778	0.8234
7	ENSDARG00000077785	0.8296
7	ENSDARG00000077818	0.8420
7	ENSDARG00000077847	0.1516
7	ENSDARG00000077858	0.8534
7	ENSDARG00000077859	0.7966
7	ENSDARG00000077880	0.4945
7	ENSDARG00000077967	0.8037
7	ENSDARG00000077982	0.6983
7	ENSDARG00000078022	0.8335
7	ENSDARG00000078073	0.8493
7	ENSDARG00000078113	0.8370
7	ENSDARG00000078195	0.8471
7	ENSDARG00000078234	0.7855
7	ENSDARG00000078315	0.8203
7	ENSDARG00000078479	0.7856
7	ENSDARG00000078500	0.8417
7	ENSDARG00000078518	0.8316
7	ENSDARG00000078527	0.6327
7	ENSDARG00000078546	0.7617
7	ENSDARG00000078585	0.7253
7	ENSDARG00000078592	0.3300
7	ENSDARG00000078603	0.3119
7	ENSDARG00000078636	0.8266
7	ENSDARG00000078745	0.7970
7	ENSDARG00000078773	0.8553
7	ENSDARG00000078800	0.8552
7	ENSDARG00000078803	0.3856
7	ENSDARG00000078815	0.7475
7	ENSDARG00000078888	0.6559
7	ENSDARG00000078894	0.8584
7	ENSDARG00000078908	0.2268
7	ENSDARG00000078973	0.8313
7	ENSDARG00000079056	0.7764
7	ENSDARG00000079059	0.5843
7	ENSDARG00000079133	0.8394
7	ENSDARG00000079191	0.6374
7	ENSDARG00000079274	0.1279
7	ENSDARG00000079283	0.6873
7	ENSDARG00000079391	0.8419
7	ENSDARG00000079402	0.8345
7	ENSDARG00000079420	0.7444
7	ENSDARG00000079463	0.6674
7	ENSDARG00000079478	0.8423
7	ENSDARG00000079486	0.2119
7	ENSDARG00000079502	0.7126
7	ENSDARG00000079504	0.7532
7	ENSDARG00000079530	0.7254
7	ENSDARG00000079584	0.7541
7	ENSDARG00000079634	0.7007
7	ENSDARG00000079651	0.2707
7	ENSDARG00000079784	0.8273
7	ENSDARG00000079815	0.6509
7	ENSDARG00000079823	0.7941
7	ENSDARG00000079922	0.6800
7	ENSDARG00000079933	0.1836
7	ENSDARG00000079978	0.8416
7	ENSDARG00000079994	0.8020
7	ENSDARG00000080041	0.8595
7	ENSDARG00000081369	0.8207
7	ENSDARG00000081475	0.8469
7	ENSDARG00000081938	0.7342
7	ENSDARG00000082187	0.3375
7	ENSDARG00000082789	0.7466
7	ENSDARG00000083063	0.7050
7	ENSDARG00000083179	0.6092
7	ENSDARG00000083526	0.4944
7	ENSDARG00000086060	0.7385
7	ENSDARG00000086112	0.3660
7	ENSDARG00000086332	0.7935
7	ENSDARG00000086647	0.6850
7	ENSDARG00000086740	0.8485
7	ENSDARG00000086778	0.7836
7	ENSDARG00000086790	0.8463
7	ENSDARG00000086842	0.7576
7	ENSDARG00000086848	0.8035
7	ENSDARG00000086903	0.6172
7	ENSDARG00000086996	0.8402
7	ENSDARG00000087048	0.7630
7	ENSDARG00000087162	0.7450
7	ENSDARG00000087197	0.8112
7	ENSDARG00000087198	0.7642
7	ENSDARG00000087290	0.8494
7	ENSDARG00000087303	0.8430
7	ENSDARG00000087401	0.8397
7	ENSDARG00000087440	0.6222
7	ENSDARG00000087452	0.6184
7	ENSDARG00000087457	0.8555
7	ENSDARG00000087573	0.8068
7	ENSDARG00000087666	0.6760
7	ENSDARG00000087693	0.7485
7	ENSDARG00000087751	0.4255
7	ENSDARG00000087804	0.5486
7	ENSDARG00000087873	0.8261
7	ENSDARG00000087927	0.6948
7	ENSDARG00000087993	0.8383
7	ENSDARG00000088040	0.7725
7	ENSDARG00000088084	0.8512
7	ENSDARG00000088116	0.6755
7	ENSDARG00000088222	0.7852
7	ENSDARG00000088308	0.5222
7	ENSDARG00000088357	0.8412
7	ENSDARG00000088366	0.8328
7	ENSDARG00000088376	0.6318
7	ENSDARG00000088383	0.8502
7	ENSDARG00000088444	0.4269
7	ENSDARG00000088514	0.5581
7	ENSDARG00000088589	0.2945
7	ENSDARG00000088630	0.5794
7	ENSDARG00000088689	0.8430
7	ENSDARG00000088709	0.7178
7	ENSDARG00000088741	0.1219
7	ENSDARG00000088799	0.8447
7	ENSDARG00000088816	0.8391
7	ENSDARG00000088981	0.7155
7	ENSDARG00000089055	0.4292
7	ENSDARG00000089187	0.8521
7	ENSDARG00000089221	0.8194
7	ENSDARG00000089245	0.8474
7	ENSDARG00000089361	0.8208
7	ENSDARG00000089399	0.7498
7	ENSDARG00000089441	0.7953
7	ENSDARG00000089477	0.8420
7	ENSDARG00000089529	0.7118
7	ENSDARG00000089564	0.8288
7	ENSDARG00000089705	0.7221
7	ENSDARG00000089720	0.7072
7	ENSDARG00000089836	0.8520
7	ENSDARG00000089921	0.8551
7	ENSDARG00000089936	0.7126
7	ENSDARG00000090052	0.8494
7	ENSDARG00000090153	0.8182
7	ENSDARG00000090185	0.8472
7	ENSDARG00000090268	0.7999
7	ENSDARG00000090286	0.7584
7	ENSDARG00000090352	0.2011
7	ENSDARG00000090369	0.1933
7	ENSDARG00000090389	0.8074
7	ENSDARG00000090418	0.8459
7	ENSDARG00000090444	0.6389
7	ENSDARG00000090462	0.7362
7	ENSDARG00000090472	0.2903
7	ENSDARG00000090503	0.8417
7	ENSDARG00000090524	0.7950
7	ENSDARG00000090560	0.7914
7	ENSDARG00000090568	0.8341
7	ENSDARG00000090598	0.7035
7	ENSDARG00000090720	0.7796
7	ENSDARG00000090847	0.8193
7	ENSDARG00000090850	0.8448
7	ENSDARG00000090912	0.8368
7	ENSDARG00000090980	0.5076
7	ENSDARG00000091079	0.8564
7	ENSDARG00000091116	0.8333
7	ENSDARG00000091161	0.7766
7	ENSDARG00000091222	0.7916
7	ENSDARG00000091247	0.7650
7	ENSDARG00000091260	0.7857
7	ENSDARG00000091548	0.2616
7	ENSDARG00000091609	0.8354
7	ENSDARG00000091624	0.8487
7	ENSDARG00000091897	0.2681
7	ENSDARG00000091904	0.8275
7	ENSDARG00000091906	0.8351
7	ENSDARG00000091996	0.6517
7	ENSDARG00000092074	0.1249
7	ENSDARG00000092154	0.8054
7	ENSDARG00000092155	0.8448
7	ENSDARG00000092199	0.6575
7	ENSDARG00000092228	0.8444
7	ENSDARG00000092243	0.8357
7	ENSDARG00000092281	0.8045
7	ENSDARG00000092360	0.8583
7	ENSDARG00000092373	0.8047
7	ENSDARG00000092383	0.5730
7	ENSDARG00000092452	0.7623
7	ENSDARG00000092522	0.7284
7	ENSDARG00000092533	0.6820
7	ENSDARG00000092556	0.8213
7	ENSDARG00000092578	0.6594
7	ENSDARG00000092658	0.8407
7	ENSDARG00000092677	0.8582
7	ENSDARG00000092873	0.8356
7	ENSDARG00000092889	0.8136
7	ENSDARG00000092895	0.8035
7	ENSDARG00000092954	0.8535
7	ENSDARG00000092989	0.6225
7	ENSDARG00000093043	0.7323
7	ENSDARG00000093048	0.7707
7	ENSDARG00000093093	0.8419
7	ENSDARG00000093193	0.7020
7	ENSDARG00000093199	0.7832
7	ENSDARG00000093235	0.6584
7	ENSDARG00000093253	0.8377
7	ENSDARG00000093303	0.7252
7	ENSDARG00000093382	0.8489
7	ENSDARG00000093402	0.6964
7	ENSDARG00000093448	0.8535
7	ENSDARG00000093480	0.6824
7	ENSDARG00000093549	0.3769
7	ENSDARG00000093569	0.8459
7	ENSDARG00000093667	0.6814
7	ENSDARG00000093686	0.7718
7	ENSDARG00000093687	0.4123
7	ENSDARG00000093774	0.7806
7	ENSDARG00000093899	0.8342
7	ENSDARG00000093931	0.8086
7	ENSDARG00000093936	0.8304
7	ENSDARG00000093954	0.1509
7	ENSDARG00000094005	0.8527
7	ENSDARG00000094132	0.3959
7	ENSDARG00000094217	0.6842
7	ENSDARG00000094265	0.8362
7	ENSDARG00000094277	0.7929
7	ENSDARG00000094324	0.8404
7	ENSDARG00000094634	0.8564
7	ENSDARG00000094696	0.1432
7	ENSDARG00000094760	0.7494
7	ENSDARG00000094792	0.6034
7	ENSDARG00000094854	0.6395
7	ENSDARG00000094901	0.8365
7	ENSDARG00000095015	0.8515
7	ENSDARG00000095067	0.8503
7	ENSDARG00000095157	0.7896
7	ENSDARG00000095170	0.8207
7	ENSDARG00000095180	0.6602
7	ENSDARG00000095273	0.8440
7	ENSDARG00000095347	0.1977
7	ENSDARG00000095432	0.7688
7	ENSDARG00000095458	0.7710
7	ENSDARG00000095556	0.7794
7	ENSDARG00000095608	0.7801
7	ENSDARG00000095638	0.7409
7	ENSDARG00000095705	0.8591
7	ENSDARG00000095848	0.8574
7	ENSDARG00000095865	0.8475
7	ENSDARG00000095897	0.8407
7	ENSDARG00000095901	0.8431
7	ENSDARG00000095908	0.8391
7	ENSDARG00000095919	0.7141
7	ENSDARG00000095921	0.7641
7	ENSDARG00000095947	0.8481
7	ENSDARG00000096003	0.8440
7	ENSDARG00000096118	0.7653
7	ENSDARG00000096242	0.6939
7	ENSDARG00000096533	0.8489
7	ENSDARG00000096541	0.8435
7	ENSDARG00000096712	0.8230
7	ENSDARG00000096717	0.8159
7	ENSDARG00000096749	0.8388
7	ENSDARG00000096792	0.6646
7	ENSDARG00000096808	0.8518
7	ENSDARG00000096843	0.5472
7	ENSDARG00000096849	0.6866
7	ENSDARG00000096887	0.8413
7	ENSDARG00000097045	0.8358
7	ENSDARG00000097054	0.6081
7	ENSDARG00000097155	0.8002
7	ENSDARG00000097157	0.3997
7	ENSDARG00000097208	0.7328
7	ENSDARG00000097209	0.8471
7	ENSDARG00000097285	0.8561
7	ENSDARG00000097340	0.8219
7	ENSDARG00000097388	0.5321
7	ENSDARG00000097425	0.8270
7	ENSDARG00000097456	0.8430
7	ENSDARG00000097489	0.8085
7	ENSDARG00000097503	0.8488
7	ENSDARG00000097513	0.8439
7	ENSDARG00000097613	0.7137
7	ENSDARG00000097680	0.8266
7	ENSDARG00000097738	0.8041
7	ENSDARG00000097753	0.7821
7	ENSDARG00000097797	0.8538
7	ENSDARG00000097799	0.7620
7	ENSDARG00000097826	0.7407
7	ENSDARG00000097827	0.6165
7	ENSDARG00000097871	0.3741
7	ENSDARG00000097890	0.8243
7	ENSDARG00000097916	0.8357
7	ENSDARG00000097938	0.8527
7	ENSDARG00000097962	0.3546
7	ENSDARG00000097968	0.8421
7	ENSDARG00000097993	0.8569
7	ENSDARG00000098017	0.8407
7	ENSDARG00000098037	0.6278
7	ENSDARG00000098075	0.1372
7	ENSDARG00000098103	0.4495
7	ENSDARG00000098121	0.8072
7	ENSDARG00000098123	0.5654
7	ENSDARG00000098162	0.8592
7	ENSDARG00000098209	0.7405
7	ENSDARG00000098348	0.8392
7	ENSDARG00000098355	0.8512
7	ENSDARG00000098401	0.8342
7	ENSDARG00000098431	0.8526
7	ENSDARG00000098441	0.8362
7	ENSDARG00000098584	0.8160
7	ENSDARG00000098618	0.8348
7	ENSDARG00000098631	0.7192
7	ENSDARG00000098639	0.4247
7	ENSDARG00000098645	0.5053
7	ENSDARG00000098646	0.7920
7	ENSDARG00000098687	0.8547
7	ENSDARG00000098746	0.8432
7	ENSDARG00000098792	0.5186
7	ENSDARG00000098825	0.8496
7	ENSDARG00000098831	0.4990
7	ENSDARG00000098852	0.8248
7	ENSDARG00000098883	0.8518
7	ENSDARG00000098904	0.5862
7	ENSDARG00000099003	0.7675
7	ENSDARG00000099045	0.2890
7	ENSDARG00000099092	0.7273
7	ENSDARG00000099137	0.6004
7	ENSDARG00000099186	0.7095
7	ENSDARG00000099187	0.4165
7	ENSDARG00000099189	0.7726
7	ENSDARG00000099276	0.4336
7	ENSDARG00000099309	0.8353
7	ENSDARG00000099315	0.8442
7	ENSDARG00000099339	0.5425
7	ENSDARG00000099353	0.1471
7	ENSDARG00000099358	0.7092
7	ENSDARG00000099371	0.1957
7	ENSDARG00000099389	0.4833
7	ENSDARG00000099437	0.8444
7	ENSDARG00000099465	0.7081
7	ENSDARG00000099476	0.7335
7	ENSDARG00000099499	0.8383
7	ENSDARG00000099524	0.7508
7	ENSDARG00000099545	0.6926
7	ENSDARG00000099546	0.6850
7	ENSDARG00000099554	0.7331
7	ENSDARG00000099558	0.6972
7	ENSDARG00000099563	0.6020
7	ENSDARG00000099596	0.6375
7	ENSDARG00000099631	0.6671
7	ENSDARG00000099642	0.7541
7	ENSDARG00000099663	0.8451
7	ENSDARG00000099705	0.8294
7	ENSDARG00000099719	0.8200
7	ENSDARG00000099728	0.8565
7	ENSDARG00000099730	0.7784
7	ENSDARG00000099732	0.8317
7	ENSDARG00000099746	0.2681
7	ENSDARG00000099749	0.5522
7	ENSDARG00000099758	0.7269
7	ENSDARG00000099775	0.8588
7	ENSDARG00000099819	0.8319
7	ENSDARG00000099860	0.8535
7	ENSDARG00000099870	0.8003
7	ENSDARG00000099911	0.6655
7	ENSDARG00000099930	0.8159
7	ENSDARG00000099936	0.8340
7	ENSDARG00000099979	0.7653
7	ENSDARG00000099996	0.7447
7	ENSDARG00000099997	0.8152
7	ENSDARG00000100025	0.8403
7	ENSDARG00000100052	0.3032
7	ENSDARG00000100075	0.6113
7	ENSDARG00000100105	0.3530
7	ENSDARG00000100157	0.8609
7	ENSDARG00000100242	0.8291
7	ENSDARG00000100295	0.3553
7	ENSDARG00000100296	0.7178
7	ENSDARG00000100357	0.8574
7	ENSDARG00000100385	0.8541
7	ENSDARG00000100400	0.6709
7	ENSDARG00000100406	0.8541
7	ENSDARG00000100426	0.2010
7	ENSDARG00000100440	0.7497
7	ENSDARG00000100442	0.7929
7	ENSDARG00000100484	0.8246
7	ENSDARG00000100513	0.7813
7	ENSDARG00000100552	0.8489
7	ENSDARG00000100564	0.8332
7	ENSDARG00000100585	0.8483
7	ENSDARG00000100607	0.5226
7	ENSDARG00000100698	0.5442
7	ENSDARG00000100700	0.7801
7	ENSDARG00000100742	0.5376
7	ENSDARG00000100789	0.8196
7	ENSDARG00000100844	0.7994
7	ENSDARG00000100897	0.7643
7	ENSDARG00000100940	0.5998
7	ENSDARG00000100952	0.8466
7	ENSDARG00000101036	0.8391
7	ENSDARG00000101047	0.8154
7	ENSDARG00000101077	0.8482
7	ENSDARG00000101081	0.8586
7	ENSDARG00000101176	0.7160
7	ENSDARG00000101206	0.4112
7	ENSDARG00000101239	0.8246
7	ENSDARG00000101306	0.8151
7	ENSDARG00000101324	0.8266
7	ENSDARG00000101341	0.8501
7	ENSDARG00000101350	0.8454
7	ENSDARG00000101378	0.8278
7	ENSDARG00000101423	0.2923
7	ENSDARG00000101434	0.8345
7	ENSDARG00000101438	0.4176
7	ENSDARG00000101452	0.8274
7	ENSDARG00000101526	0.8443
7	ENSDARG00000101540	0.8012
7	ENSDARG00000101616	0.5403
7	ENSDARG00000101619	0.8444
7	ENSDARG00000101631	0.5110
7	ENSDARG00000101635	0.7979
7	ENSDARG00000101726	0.5809
7	ENSDARG00000101762	0.8467
7	ENSDARG00000101791	0.3829
7	ENSDARG00000101814	0.7424
7	ENSDARG00000101826	0.8364
7	ENSDARG00000101828	0.5689
7	ENSDARG00000101844	0.8027
7	ENSDARG00000101849	0.7775
7	ENSDARG00000101936	0.8213
7	ENSDARG00000101961	0.8553
7	ENSDARG00000101982	0.7898
7	ENSDARG00000101992	0.6979
7	ENSDARG00000102020	0.8090
7	ENSDARG00000102055	0.8530
7	ENSDARG00000102075	0.5990
7	ENSDARG00000102096	0.3767
7	ENSDARG00000102106	0.8549
7	ENSDARG00000102110	0.4519
7	ENSDARG00000102115	0.6127
7	ENSDARG00000102171	0.7338
7	ENSDARG00000102175	0.8506
7	ENSDARG00000102291	0.8265
7	ENSDARG00000102295	0.8586
7	ENSDARG00000102340	0.6149
7	ENSDARG00000102356	0.8209
7	ENSDARG00000102364	0.8247
7	ENSDARG00000102412	0.8565
7	ENSDARG00000102433	0.6579
7	ENSDARG00000102456	0.8368
7	ENSDARG00000102531	0.7384
7	ENSDARG00000102555	0.8451
7	ENSDARG00000102583	0.0918
7	ENSDARG00000102585	0.7252
7	ENSDARG00000102599	0.8263
7	ENSDARG00000102612	0.3541
7	ENSDARG00000102736	0.7997
7	ENSDARG00000102744	0.8534
7	ENSDARG00000102772	0.8142
7	ENSDARG00000102815	0.7982
7	ENSDARG00000102822	0.8515
7	ENSDARG00000102829	0.8227
