cluster	gene	probability
1	ENSDARG00000092738	0.7918
1	ENSDARG00000092829	0.2615
1	ENSDARG00000092956	0.7760
1	ENSDARG00000092967	0.7496
1	ENSDARG00000092973	0.5038
1	ENSDARG00000092980	0.8052
1	ENSDARG00000093030	0.7675
1	ENSDARG00000093053	0.3944
1	ENSDARG00000093070	0.8113
1	ENSDARG00000093108	0.8011
1	ENSDARG00000093230	0.8054
1	ENSDARG00000093232	0.5183
1	ENSDARG00000093407	0.6446
1	ENSDARG00000093493	0.6818
1	ENSDARG00000093546	0.6972
1	ENSDARG00000093572	0.6089
1	ENSDARG00000093584	0.8007
1	ENSDARG00000093971	0.7036
1	ENSDARG00000094059	0.7386
1	ENSDARG00000094108	0.8032
1	ENSDARG00000094310	0.5465
1	ENSDARG00000094389	0.8127
1	ENSDARG00000094417	0.8193
1	ENSDARG00000094428	0.8146
1	ENSDARG00000094534	0.1949
1	ENSDARG00000094611	0.7192
1	ENSDARG00000094678	0.3034
1	ENSDARG00000094719	0.7772
1	ENSDARG00000094809	0.4655
1	ENSDARG00000094857	0.7804
1	ENSDARG00000094874	0.6855
1	ENSDARG00000094922	0.7479
1	ENSDARG00000095272	0.5822
1	ENSDARG00000095453	0.5865
1	ENSDARG00000095464	0.7145
1	ENSDARG00000095514	0.8055
1	ENSDARG00000095615	0.7703
1	ENSDARG00000095724	0.6837
1	ENSDARG00000095783	0.7022
1	ENSDARG00000095805	0.4467
1	ENSDARG00000095819	0.0881
1	ENSDARG00000095981	0.7503
1	ENSDARG00000096009	0.7370
1	ENSDARG00000096037	0.7986
1	ENSDARG00000096099	0.6782
1	ENSDARG00000096147	0.8010
1	ENSDARG00000096530	0.4818
1	ENSDARG00000096632	0.8009
1	ENSDARG00000096667	0.7425
1	ENSDARG00000096770	0.7861
1	ENSDARG00000096791	0.8116
1	ENSDARG00000097026	0.8077
1	ENSDARG00000097080	0.6521
1	ENSDARG00000097176	0.7854
1	ENSDARG00000097183	0.6553
1	ENSDARG00000097225	0.7868
1	ENSDARG00000097371	0.6586
1	ENSDARG00000097454	0.7649
1	ENSDARG00000097539	0.7934
1	ENSDARG00000097556	0.1798
1	ENSDARG00000097667	0.6400
1	ENSDARG00000097677	0.4848
1	ENSDARG00000097693	0.1667
1	ENSDARG00000097713	0.6155
1	ENSDARG00000097804	0.3254
1	ENSDARG00000097855	0.7901
1	ENSDARG00000097979	0.8078
1	ENSDARG00000097983	0.3590
1	ENSDARG00000098011	0.7774
1	ENSDARG00000098108	0.7945
1	ENSDARG00000098191	0.8112
1	ENSDARG00000098252	0.7537
1	ENSDARG00000098258	0.5791
1	ENSDARG00000098288	0.4904
1	ENSDARG00000098291	0.5262
1	ENSDARG00000098315	0.7415
1	ENSDARG00000098330	0.7186
1	ENSDARG00000098374	0.8055
1	ENSDARG00000098634	0.5064
1	ENSDARG00000098652	0.7982
1	ENSDARG00000098857	0.7274
1	ENSDARG00000098941	0.4152
1	ENSDARG00000099014	0.7844
1	ENSDARG00000099079	0.7936
1	ENSDARG00000099249	0.6790
1	ENSDARG00000099260	0.7856
1	ENSDARG00000099262	0.2006
1	ENSDARG00000099307	0.7138
1	ENSDARG00000099412	0.7977
1	ENSDARG00000099448	0.8119
1	ENSDARG00000099520	0.6179
1	ENSDARG00000099560	0.4510
1	ENSDARG00000099579	0.8046
1	ENSDARG00000099645	0.5668
1	ENSDARG00000099693	0.7398
1	ENSDARG00000099715	0.7066
1	ENSDARG00000099747	0.7975
1	ENSDARG00000099812	0.8117
1	ENSDARG00000099844	0.4771
1	ENSDARG00000099849	0.2587
1	ENSDARG00000099891	0.7933
1	ENSDARG00000099902	0.5476
1	ENSDARG00000099961	0.7025
1	ENSDARG00000100287	0.2195
1	ENSDARG00000100307	0.6978
1	ENSDARG00000100439	0.7795
1	ENSDARG00000100482	0.7880
1	ENSDARG00000100504	0.6156
1	ENSDARG00000100540	0.5417
1	ENSDARG00000100753	0.8220
1	ENSDARG00000100861	0.7929
1	ENSDARG00000100862	0.7999
1	ENSDARG00000100927	0.8020
1	ENSDARG00000100968	0.7616
1	ENSDARG00000100971	0.7043
1	ENSDARG00000100985	0.7798
1	ENSDARG00000101178	0.8041
1	ENSDARG00000101200	0.7624
1	ENSDARG00000101210	0.8031
1	ENSDARG00000101218	0.5745
1	ENSDARG00000101232	0.6828
1	ENSDARG00000101242	0.7053
1	ENSDARG00000101322	0.3270
1	ENSDARG00000101379	0.7916
1	ENSDARG00000101387	0.6835
1	ENSDARG00000101419	0.7492
1	ENSDARG00000101464	0.7286
1	ENSDARG00000101512	0.1369
1	ENSDARG00000101536	0.4979
1	ENSDARG00000101697	0.7481
1	ENSDARG00000101706	0.7353
1	ENSDARG00000101713	0.8074
1	ENSDARG00000101774	0.8004
1	ENSDARG00000101803	0.7852
1	ENSDARG00000102040	0.8005
1	ENSDARG00000102042	0.7781
1	ENSDARG00000102071	0.7135
1	ENSDARG00000102076	0.7625
1	ENSDARG00000102129	0.5490
1	ENSDARG00000102142	0.4530
1	ENSDARG00000102144	0.7758
1	ENSDARG00000102254	0.7241
1	ENSDARG00000102312	0.6667
1	ENSDARG00000102398	0.8147
1	ENSDARG00000102406	0.6732
1	ENSDARG00000102461	0.5339
1	ENSDARG00000102471	0.7610
1	ENSDARG00000102556	0.8055
1	ENSDARG00000102687	0.6756
1	ENSDARG00000102783	0.4288
1	ENSDARG00000102858	0.2387
1	ENSDARG00000102874	0.1159
1	ENSDARG00000103109	0.5625
1	ENSDARG00000103181	0.3597
1	ENSDARG00000103193	0.7824
1	ENSDARG00000103283	0.7862
1	ENSDARG00000103295	0.6333
1	ENSDARG00000103315	0.4062
1	ENSDARG00000103484	0.7323
1	ENSDARG00000103503	0.2296
1	ENSDARG00000103642	0.5579
1	ENSDARG00000103800	0.7204
1	ENSDARG00000103814	0.7891
1	ENSDARG00000103840	0.7789
1	ENSDARG00000103903	0.6298
1	ENSDARG00000103937	0.7924
1	ENSDARG00000103957	0.4559
1	ENSDARG00000104090	0.6925
1	ENSDARG00000104099	0.7777
1	ENSDARG00000104119	0.8124
1	ENSDARG00000104139	0.7919
1	ENSDARG00000104228	0.1688
1	ENSDARG00000104284	0.7783
1	ENSDARG00000104314	0.7754
1	ENSDARG00000104339	0.7441
1	ENSDARG00000104413	0.7559
1	ENSDARG00000104632	0.3092
1	ENSDARG00000104693	0.8030
1	ENSDARG00000104717	0.5013
1	ENSDARG00000104801	0.8000
1	ENSDARG00000104840	0.7969
1	ENSDARG00000105354	0.7131
1	ENSDARG00000105394	0.6764
1	ENSDARG00000105536	0.6850
1	ENSDARG00000105782	0.7896
1	ENSDARG00000108683	0.1813
1	ENSDARG00000109337	0.7866
1	ENSDARG00000109468	0.7807
1	ENSDARG00000109473	0.6814
1	ENSDARG00000109554	0.3117
1	ENSDARG00000109560	0.7812
1	ENSDARG00000109723	0.7739
1	ENSDARG00000110039	0.7981
1	ENSDARG00000110169	0.8057
1	ENSDARG00000110266	0.3553
1	ENSDARG00000110287	0.5082
1	ENSDARG00000110462	0.7974
1	ENSDARG00000110475	0.7978
1	ENSDARG00000110581	0.0490
1	ENSDARG00000110593	0.7679
1	ENSDARG00000110815	0.6486
1	ENSDARG00000110884	0.4868
1	ENSDARG00000110889	0.6922
1	ENSDARG00000110907	0.6451
1	ENSDARG00000110913	0.7910
1	ENSDARG00000110954	0.6999
1	ENSDARG00000111077	0.5681
1	ENSDARG00000111091	0.6755
1	ENSDARG00000111102	0.7673
1	ENSDARG00000111268	0.1155
1	ENSDARG00000111275	0.8080
1	ENSDARG00000111414	0.7965
1	ENSDARG00000111453	0.4072
1	ENSDARG00000111509	0.7751
1	ENSDARG00000111517	0.1395
1	ENSDARG00000111574	0.7829
1	ENSDARG00000111675	0.5487
1	ENSDARG00000111682	0.7383
1	ENSDARG00000111730	0.6227
1	ENSDARG00000111736	0.6937
1	ENSDARG00000111822	0.8076
1	ENSDARG00000111865	0.2794
1	ENSDARG00000111925	0.7398
1	ENSDARG00000112110	0.7278
1	ENSDARG00000112123	0.6197
1	ENSDARG00000112143	0.6974
1	ENSDARG00000112298	0.7897
1	ENSDARG00000112527	0.7811
1	ENSDARG00000112543	0.4660
1	ENSDARG00000112686	0.8100
1	ENSDARG00000112749	0.8067
1	ENSDARG00000112821	0.6534
1	ENSDARG00000112889	0.2488
1	ENSDARG00000112994	0.7423
1	ENSDARG00000113012	0.7158
1	ENSDARG00000113124	0.6386
1	ENSDARG00000113182	0.7126
1	ENSDARG00000113242	0.6085
1	ENSDARG00000113257	0.7718
1	ENSDARG00000113411	0.7586
1	ENSDARG00000113560	0.1470
1	ENSDARG00000113602	0.8051
1	ENSDARG00000113721	0.1538
1	ENSDARG00000113762	0.7585
1	ENSDARG00000113914	0.7060
1	ENSDARG00000113943	0.6754
1	ENSDARG00000113948	0.7751
1	ENSDARG00000114029	0.6794
1	ENSDARG00000114117	0.3300
1	ENSDARG00000114323	0.7802
1	ENSDARG00000114358	0.5910
1	ENSDARG00000114589	0.7706
1	ENSDARG00000114682	0.3894
1	ENSDARG00000114720	0.7358
1	ENSDARG00000114788	0.7138
1	ENSDARG00000115087	0.4903
1	ENSDARG00000115132	0.8055
1	ENSDARG00000115199	0.1064
1	ENSDARG00000115264	0.3372
1	ENSDARG00000115283	0.2393
1	ENSDARG00000115285	0.6911
1	ENSDARG00000115356	0.7896
1	ENSDARG00000115368	0.7814
1	ENSDARG00000115405	0.6844
1	ENSDARG00000115444	0.5410
1	ENSDARG00000115771	0.5263
1	ENSDARG00000115921	0.7069
1	ENSDARG00000115983	0.5693
1	ENSDARG00000115986	0.8025
1	ENSDARG00000116024	0.5608
1	ENSDARG00000116025	0.8147
1	ENSDARG00000116052	0.7973
1	ENSDARG00000116141	0.3517
1	ENSDARG00000116259	0.7629
1	ENSDARG00000116339	0.4148
1	ENSDARG00000116680	0.7468
1	ENSDARG00000116806	0.7663
1	ENSDARG00000116835	0.6591
1	ENSDARG00000116930	0.3903
1	ENSDARG00000117134	0.8068
1	ENSDARG00000117145	0.7010
1	ENSDARG00000117162	0.7882
1	ENSDARG00000117238	0.4454
1	ENSDARG00000117353	0.6566
1	ENSDARG00000117406	0.8005
1	ENSDARG00000117432	0.6552
1	ENSDARG00000117445	0.4070
1	ENSDARG00000117589	0.4301
1	ENSDARG00000117597	0.5230
1	ENSDARG00000117603	0.7848
1	ENSDARG00000117621	0.7851
1	ENSDARG00000117647	0.8104
1	ENSDARG00000117671	0.8052
1	ENSDARG00000117735	0.5801
2	ENSDARG00000000018	0.5350
2	ENSDARG00000000472	0.3642
2	ENSDARG00000000935	0.2518
2	ENSDARG00000001313	0.6278
2	ENSDARG00000001676	0.6276
2	ENSDARG00000001889	0.5438
2	ENSDARG00000002031	0.5223
2	ENSDARG00000002131	0.6428
2	ENSDARG00000002217	0.2686
2	ENSDARG00000002336	0.6532
2	ENSDARG00000002587	0.1900
2	ENSDARG00000002607	0.5673
2	ENSDARG00000002787	0.6205
2	ENSDARG00000002877	0.6495
2	ENSDARG00000002970	0.6326
2	ENSDARG00000003077	0.2154
2	ENSDARG00000003169	0.6563
2	ENSDARG00000003200	0.6364
2	ENSDARG00000003395	0.4912
2	ENSDARG00000003469	0.6037
2	ENSDARG00000004049	0.6104
2	ENSDARG00000004074	0.4608
2	ENSDARG00000004169	0.6401
2	ENSDARG00000004218	0.6037
2	ENSDARG00000004232	0.6653
2	ENSDARG00000004415	0.2870
2	ENSDARG00000004537	0.6450
2	ENSDARG00000004735	0.5860
2	ENSDARG00000005002	0.5898
2	ENSDARG00000005540	0.6297
2	ENSDARG00000005574	0.6170
2	ENSDARG00000005626	0.5967
2	ENSDARG00000006008	0.6340
2	ENSDARG00000006299	0.4969
2	ENSDARG00000006494	0.5030
2	ENSDARG00000006566	0.6458
2	ENSDARG00000006712	0.6456
2	ENSDARG00000006773	0.2245
2	ENSDARG00000006859	0.3156
2	ENSDARG00000006868	0.5050
2	ENSDARG00000006878	0.6290
2	ENSDARG00000006924	0.6477
2	ENSDARG00000007097	0.6533
2	ENSDARG00000007172	0.6058
2	ENSDARG00000007406	0.2715
2	ENSDARG00000007413	0.5978
2	ENSDARG00000007430	0.6608
2	ENSDARG00000007576	0.2311
2	ENSDARG00000007823	0.5986
2	ENSDARG00000007944	0.2433
2	ENSDARG00000007982	0.5646
2	ENSDARG00000007996	0.6491
2	ENSDARG00000008131	0.6169
2	ENSDARG00000008247	0.6473
2	ENSDARG00000008278	0.6062
2	ENSDARG00000008540	0.5625
2	ENSDARG00000008803	0.5984
2	ENSDARG00000008818	0.6581
2	ENSDARG00000009273	0.6093
2	ENSDARG00000009493	0.2015
2	ENSDARG00000009822	0.6517
2	ENSDARG00000009823	0.6527
2	ENSDARG00000010008	0.6353
2	ENSDARG00000010144	0.6167
2	ENSDARG00000010270	0.6337
2	ENSDARG00000010408	0.6232
2	ENSDARG00000010710	0.5997
2	ENSDARG00000010791	0.6031
2	ENSDARG00000011020	0.6100
2	ENSDARG00000011141	0.2561
2	ENSDARG00000011235	0.6006
2	ENSDARG00000011333	0.6547
2	ENSDARG00000011370	0.2597
2	ENSDARG00000011549	0.1835
2	ENSDARG00000011570	0.5880
2	ENSDARG00000011600	0.6077
2	ENSDARG00000011609	0.6523
2	ENSDARG00000011819	0.2844
2	ENSDARG00000012248	0.6042
2	ENSDARG00000012519	0.6626
2	ENSDARG00000012649	0.6007
2	ENSDARG00000012949	0.6424
2	ENSDARG00000013224	0.3446
2	ENSDARG00000014201	0.2589
2	ENSDARG00000014420	0.6158
2	ENSDARG00000014550	0.6541
2	ENSDARG00000014569	0.3066
2	ENSDARG00000014939	0.3251
2	ENSDARG00000015076	0.3289
2	ENSDARG00000015314	0.2414
2	ENSDARG00000015445	0.2085
2	ENSDARG00000015502	0.6625
2	ENSDARG00000015567	0.6263
2	ENSDARG00000016022	0.6415
2	ENSDARG00000016256	0.2294
2	ENSDARG00000016725	0.6587
2	ENSDARG00000016783	0.6505
2	ENSDARG00000016818	0.4839
2	ENSDARG00000016830	0.5266
2	ENSDARG00000017107	0.5949
2	ENSDARG00000017168	0.6082
2	ENSDARG00000017211	0.6239
2	ENSDARG00000017423	0.6023
2	ENSDARG00000017673	0.6463
2	ENSDARG00000017710	0.4574
2	ENSDARG00000017773	0.6295
2	ENSDARG00000018165	0.6470
2	ENSDARG00000018423	0.5886
2	ENSDARG00000018534	0.6509
2	ENSDARG00000018743	0.5127
2	ENSDARG00000018788	0.6195
2	ENSDARG00000018958	0.6669
2	ENSDARG00000019185	0.2938
2	ENSDARG00000019335	0.6266
2	ENSDARG00000019658	0.3793
2	ENSDARG00000019726	0.5820
2	ENSDARG00000019741	0.5278
2	ENSDARG00000019742	0.6516
2	ENSDARG00000019797	0.6415
2	ENSDARG00000019842	0.5949
2	ENSDARG00000020028	0.4703
2	ENSDARG00000020080	0.6126
2	ENSDARG00000020289	0.6532
2	ENSDARG00000020417	0.6161
2	ENSDARG00000020493	0.2781
2	ENSDARG00000020606	0.6360
2	ENSDARG00000020708	0.5180
2	ENSDARG00000020946	0.6338
2	ENSDARG00000021378	0.6259
2	ENSDARG00000021389	0.6094
2	ENSDARG00000021539	0.5774
2	ENSDARG00000021607	0.6410
2	ENSDARG00000021611	0.5942
2	ENSDARG00000021885	0.6223
2	ENSDARG00000021916	0.6079
2	ENSDARG00000021959	0.6424
2	ENSDARG00000022129	0.6200
2	ENSDARG00000022569	0.6445
2	ENSDARG00000022895	0.2754
2	ENSDARG00000022978	0.6508
2	ENSDARG00000023316	0.6626
2	ENSDARG00000023542	0.6078
2	ENSDARG00000023952	0.5686
2	ENSDARG00000025017	0.6292
2	ENSDARG00000025495	0.5001
2	ENSDARG00000026599	0.6463
2	ENSDARG00000027353	0.5226
2	ENSDARG00000028148	0.6281
2	ENSDARG00000028222	0.4491
2	ENSDARG00000028228	0.6042
2	ENSDARG00000028389	0.3003
2	ENSDARG00000028800	0.5933
2	ENSDARG00000028943	0.6404
2	ENSDARG00000029133	0.5058
2	ENSDARG00000029204	0.6575
2	ENSDARG00000030058	0.2076
2	ENSDARG00000030107	0.5498
2	ENSDARG00000030155	0.5869
2	ENSDARG00000030289	0.3460
2	ENSDARG00000030479	0.6458
2	ENSDARG00000030656	0.2017
2	ENSDARG00000030703	0.5015
2	ENSDARG00000030999	0.4060
2	ENSDARG00000031015	0.5937
2	ENSDARG00000031222	0.3566
2	ENSDARG00000031382	0.3519
2	ENSDARG00000031548	0.6197
2	ENSDARG00000031888	0.6366
2	ENSDARG00000032263	0.6318
2	ENSDARG00000032264	0.5825
2	ENSDARG00000032317	0.6251
2	ENSDARG00000032963	0.6633
2	ENSDARG00000033046	0.6545
2	ENSDARG00000033760	0.6595
2	ENSDARG00000033840	0.6476
2	ENSDARG00000033950	0.6330
2	ENSDARG00000034043	0.6378
2	ENSDARG00000034504	0.2273
2	ENSDARG00000035470	0.2767
2	ENSDARG00000035506	0.5910
2	ENSDARG00000035648	0.5740
2	ENSDARG00000035735	0.6537
2	ENSDARG00000035907	0.2013
2	ENSDARG00000035910	0.5891
2	ENSDARG00000035970	0.6454
2	ENSDARG00000036156	0.3355
2	ENSDARG00000036162	0.2338
2	ENSDARG00000036375	0.3649
2	ENSDARG00000036626	0.6321
2	ENSDARG00000036675	0.6207
2	ENSDARG00000036754	0.6567
2	ENSDARG00000036772	0.6453
2	ENSDARG00000036816	0.4923
2	ENSDARG00000036855	0.6107
2	ENSDARG00000037285	0.2480
2	ENSDARG00000037373	0.2078
2	ENSDARG00000037503	0.6248
2	ENSDARG00000037838	0.6511
2	ENSDARG00000037997	0.3458
2	ENSDARG00000038147	0.6364
2	ENSDARG00000038306	0.2732
2	ENSDARG00000038386	0.6598
2	ENSDARG00000038909	0.5878
2	ENSDARG00000038954	0.1958
2	ENSDARG00000039215	0.6334
2	ENSDARG00000039522	0.6438
2	ENSDARG00000039652	0.2329
2	ENSDARG00000039701	0.4854
2	ENSDARG00000040162	0.6418
2	ENSDARG00000040253	0.6351
2	ENSDARG00000040358	0.2191
2	ENSDARG00000040503	0.6325
2	ENSDARG00000041022	0.6390
2	ENSDARG00000041617	0.5439
2	ENSDARG00000042000	0.6558
2	ENSDARG00000042032	0.6328
2	ENSDARG00000042069	0.6160
2	ENSDARG00000042115	0.6653
2	ENSDARG00000042128	0.4122
2	ENSDARG00000042210	0.6711
2	ENSDARG00000042259	0.5984
2	ENSDARG00000042277	0.5675
2	ENSDARG00000042285	0.2573
2	ENSDARG00000042484	0.5681
2	ENSDARG00000042525	0.6664
2	ENSDARG00000042670	0.6241
2	ENSDARG00000042690	0.5957
2	ENSDARG00000042835	0.6494
2	ENSDARG00000042840	0.6577
2	ENSDARG00000043055	0.6150
2	ENSDARG00000043236	0.4576
2	ENSDARG00000043283	0.6414
2	ENSDARG00000043328	0.2351
2	ENSDARG00000043746	0.2187
2	ENSDARG00000044769	0.5629
2	ENSDARG00000044924	0.6322
2	ENSDARG00000044954	0.5782
2	ENSDARG00000045167	0.6312
2	ENSDARG00000045248	0.6078
2	ENSDARG00000045465	0.5893
2	ENSDARG00000045525	0.5992
2	ENSDARG00000045801	0.5885
2	ENSDARG00000045808	0.1730
2	ENSDARG00000045836	0.6198
2	ENSDARG00000045837	0.5964
2	ENSDARG00000045880	0.6430
2	ENSDARG00000045911	0.6535
2	ENSDARG00000051814	0.3367
2	ENSDARG00000052091	0.6569
2	ENSDARG00000052139	0.6171
2	ENSDARG00000052142	0.6013
2	ENSDARG00000052150	0.6197
2	ENSDARG00000052454	0.6390
2	ENSDARG00000052567	0.6056
2	ENSDARG00000052610	0.6312
2	ENSDARG00000052894	0.4101
2	ENSDARG00000053010	0.2820
2	ENSDARG00000053248	0.3159
2	ENSDARG00000053262	0.5019
2	ENSDARG00000053301	0.6211
2	ENSDARG00000053459	0.6652
2	ENSDARG00000053569	0.5778
2	ENSDARG00000053800	0.6354
2	ENSDARG00000053875	0.2119
2	ENSDARG00000053956	0.2706
2	ENSDARG00000054560	0.3596
2	ENSDARG00000054562	0.5945
2	ENSDARG00000054584	0.1750
2	ENSDARG00000054690	0.6547
2	ENSDARG00000055052	0.1815
2	ENSDARG00000055133	0.6279
2	ENSDARG00000055216	0.2103
2	ENSDARG00000055389	0.6136
2	ENSDARG00000055554	0.6301
2	ENSDARG00000055566	0.6587
2	ENSDARG00000055574	0.2439
2	ENSDARG00000055900	0.6224
2	ENSDARG00000055991	0.6027
2	ENSDARG00000056130	0.6404
2	ENSDARG00000056181	0.6073
2	ENSDARG00000056209	0.5337
2	ENSDARG00000056387	0.5855
2	ENSDARG00000056395	0.3580
2	ENSDARG00000056400	0.6541
2	ENSDARG00000056483	0.6137
2	ENSDARG00000056490	0.2131
2	ENSDARG00000056704	0.6241
2	ENSDARG00000056722	0.2822
2	ENSDARG00000056725	0.3700
2	ENSDARG00000056729	0.6626
2	ENSDARG00000056732	0.6024
2	ENSDARG00000056740	0.6495
2	ENSDARG00000056750	0.2149
2	ENSDARG00000057007	0.6566
2	ENSDARG00000057013	0.2677
2	ENSDARG00000057323	0.6080
2	ENSDARG00000057403	0.5067
2	ENSDARG00000057481	0.2365
2	ENSDARG00000057586	0.2920
2	ENSDARG00000057743	0.3761
2	ENSDARG00000057782	0.6015
2	ENSDARG00000057833	0.5930
2	ENSDARG00000057907	0.6475
2	ENSDARG00000057936	0.3861
2	ENSDARG00000058008	0.5031
2	ENSDARG00000058011	0.6457
2	ENSDARG00000058133	0.5584
2	ENSDARG00000058256	0.6270
2	ENSDARG00000058322	0.2832
2	ENSDARG00000058369	0.5957
2	ENSDARG00000058379	0.5616
2	ENSDARG00000058646	0.5951
2	ENSDARG00000059093	0.6189
2	ENSDARG00000059391	0.6448
2	ENSDARG00000059903	0.2382
2	ENSDARG00000060115	0.6579
2	ENSDARG00000060149	0.2306
2	ENSDARG00000060215	0.6376
2	ENSDARG00000060264	0.3043
2	ENSDARG00000060434	0.2127
2	ENSDARG00000060532	0.2083
2	ENSDARG00000060679	0.5876
2	ENSDARG00000060756	0.5650
2	ENSDARG00000060767	0.6501
2	ENSDARG00000060849	0.6319
2	ENSDARG00000061030	0.6254
2	ENSDARG00000061099	0.3397
2	ENSDARG00000061208	0.6050
2	ENSDARG00000061304	0.3156
2	ENSDARG00000061471	0.6509
2	ENSDARG00000061479	0.3054
2	ENSDARG00000061635	0.2986
2	ENSDARG00000061640	0.6158
2	ENSDARG00000061735	0.6439
2	ENSDARG00000061810	0.6581
2	ENSDARG00000062017	0.3464
2	ENSDARG00000062147	0.2761
2	ENSDARG00000062187	0.6349
2	ENSDARG00000062519	0.4314
2	ENSDARG00000062646	0.6071
2	ENSDARG00000062765	0.5952
2	ENSDARG00000062794	0.2928
2	ENSDARG00000062854	0.6664
2	ENSDARG00000062855	0.6582
2	ENSDARG00000062892	0.6205
2	ENSDARG00000062973	0.5945
2	ENSDARG00000062991	0.6021
2	ENSDARG00000063153	0.1537
2	ENSDARG00000063252	0.6332
2	ENSDARG00000063258	0.3366
2	ENSDARG00000068011	0.5170
2	ENSDARG00000068168	0.2016
2	ENSDARG00000068432	0.5826
2	ENSDARG00000068507	0.2458
2	ENSDARG00000068562	0.3666
2	ENSDARG00000068567	0.6522
2	ENSDARG00000069252	0.6334
2	ENSDARG00000069342	0.6277
2	ENSDARG00000069427	0.3113
2	ENSDARG00000069459	0.3339
2	ENSDARG00000069484	0.2230
2	ENSDARG00000069595	0.6282
2	ENSDARG00000069600	0.2558
2	ENSDARG00000069675	0.4699
2	ENSDARG00000069823	0.6410
2	ENSDARG00000070019	0.6282
2	ENSDARG00000070045	0.2131
2	ENSDARG00000070053	0.5329
2	ENSDARG00000070145	0.6553
2	ENSDARG00000070220	0.6363
2	ENSDARG00000070280	0.5329
2	ENSDARG00000070425	0.6578
2	ENSDARG00000070442	0.2543
2	ENSDARG00000070537	0.2441
2	ENSDARG00000070538	0.6664
2	ENSDARG00000070676	0.2872
2	ENSDARG00000070705	0.5068
2	ENSDARG00000070769	0.6439
2	ENSDARG00000070770	0.5832
2	ENSDARG00000070818	0.6193
2	ENSDARG00000070913	0.5718
2	ENSDARG00000070959	0.6479
2	ENSDARG00000071009	0.6149
2	ENSDARG00000071083	0.2899
2	ENSDARG00000071107	0.6592
2	ENSDARG00000071418	0.6311
2	ENSDARG00000071437	0.6538
2	ENSDARG00000071467	0.2291
2	ENSDARG00000071496	0.6523
2	ENSDARG00000071497	0.6523
2	ENSDARG00000071518	0.2156
2	ENSDARG00000071684	0.6096
2	ENSDARG00000071860	0.3221
2	ENSDARG00000073857	0.2666
2	ENSDARG00000073944	0.6482
2	ENSDARG00000073957	0.6495
2	ENSDARG00000073988	0.5306
2	ENSDARG00000074030	0.6492
2	ENSDARG00000074034	0.6140
2	ENSDARG00000074070	0.4253
2	ENSDARG00000074184	0.5961
2	ENSDARG00000074244	0.6537
2	ENSDARG00000074253	0.5879
2	ENSDARG00000074410	0.6160
2	ENSDARG00000074443	0.2580
2	ENSDARG00000074779	0.6465
2	ENSDARG00000074897	0.5814
2	ENSDARG00000075041	0.6371
2	ENSDARG00000075116	0.5466
2	ENSDARG00000075158	0.5665
2	ENSDARG00000075222	0.3060
2	ENSDARG00000075314	0.6420
2	ENSDARG00000075347	0.5168
2	ENSDARG00000075480	0.3517
2	ENSDARG00000075542	0.2174
2	ENSDARG00000075543	0.6333
2	ENSDARG00000075557	0.6314
2	ENSDARG00000075597	0.4125
2	ENSDARG00000075754	0.6309
2	ENSDARG00000075783	0.2215
2	ENSDARG00000075802	0.6296
2	ENSDARG00000075849	0.2806
2	ENSDARG00000075942	0.5891
2	ENSDARG00000076027	0.3501
2	ENSDARG00000076070	0.5048
2	ENSDARG00000076230	0.5037
2	ENSDARG00000076262	0.6600
2	ENSDARG00000076302	0.5737
2	ENSDARG00000076434	0.5644
2	ENSDARG00000076462	0.6592
2	ENSDARG00000076529	0.6467
2	ENSDARG00000076542	0.5995
2	ENSDARG00000076557	0.6294
2	ENSDARG00000076585	0.2140
2	ENSDARG00000076638	0.3746
2	ENSDARG00000076799	0.6306
2	ENSDARG00000076964	0.3932
2	ENSDARG00000077080	0.2527
2	ENSDARG00000077095	0.6221
2	ENSDARG00000077116	0.5129
2	ENSDARG00000077229	0.1576
2	ENSDARG00000077256	0.6666
2	ENSDARG00000077293	0.6548
2	ENSDARG00000077431	0.6093
2	ENSDARG00000077516	0.6189
2	ENSDARG00000077531	0.6340
2	ENSDARG00000077643	0.6468
2	ENSDARG00000077811	0.6508
2	ENSDARG00000077817	0.2189
2	ENSDARG00000077826	0.6373
2	ENSDARG00000077840	0.6297
2	ENSDARG00000077906	0.6078
2	ENSDARG00000078006	0.2063
2	ENSDARG00000078016	0.6743
2	ENSDARG00000078118	0.6533
2	ENSDARG00000078155	0.6326
2	ENSDARG00000078399	0.6037
2	ENSDARG00000078572	0.6433
2	ENSDARG00000078578	0.5404
2	ENSDARG00000078694	0.6526
2	ENSDARG00000078748	0.6111
2	ENSDARG00000078962	0.2181
2	ENSDARG00000078966	0.6469
2	ENSDARG00000079013	0.5866
2	ENSDARG00000079029	0.6594
2	ENSDARG00000079031	0.3663
2	ENSDARG00000079233	0.5834
2	ENSDARG00000079253	0.5997
2	ENSDARG00000079382	0.5601
2	ENSDARG00000079613	0.2132
2	ENSDARG00000079624	0.6208
2	ENSDARG00000079656	0.1723
2	ENSDARG00000079659	0.3853
2	ENSDARG00000079679	0.6224
2	ENSDARG00000079688	0.6480
2	ENSDARG00000079738	0.2151
2	ENSDARG00000079740	0.6294
2	ENSDARG00000080612	0.3153
2	ENSDARG00000086345	0.2601
2	ENSDARG00000086393	0.6498
2	ENSDARG00000086712	0.6243
2	ENSDARG00000086944	0.2519
2	ENSDARG00000087238	0.6061
